"","condition","k","k.label","delta","delta.label","qrpEnv","qrp.label","selProp","selProp.label","tau","tau.label","method","meanEst","ME","RMSE","MAD","perc2.5","perc97.5","coverage","consisZero"
"124",12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"125",12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.498088012912466,-0.00191198708753413,0.0334564531991985,0.0257262958964336,0.426068685699832,0.560912543853359,NA,NA
"126",12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.494382479755779,-0.005617520244221,0.0327320935043181,0.0250500068039982,0.42684324508095,0.555417747037007,0.946,0
"127",12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","topN.fixed",0.497732848231952,-0.00226715176804825,0.0565493675517996,0.0437211120203324,0.381230735959487,0.605396193885007,NA,NA
"128",12,100,"k = 100",0.5,"delta = 0.5","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.502708583850497,0.00270858385049739,0.0255826274432884,0.020003603314254,0.451416348789818,0.553337935298239,0.952,0
"129",13,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.802953566062439,0.0029535660624385,0.068005919376741,0.0543266204132498,0.67107548121628,0.927659687691339,0.964,0
"130",13,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.798034525140651,-0.00196547485934881,0.0780398311266661,0.0623778745950504,0.644017590206057,0.948112255298449,0.925,0
"131",13,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.753535094547258,-0.0464649054527417,0.263819027880084,0.200404891235775,0.204033931130301,1.2450611785241,0.934,0.224
"132",13,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.778668608674405,-0.0213313913255954,0.137345108069709,0.106216962155439,0.489893284304468,1.05071578023177,0.942,0.012
"133",13,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.74234452086665,-0.05765547913335,0.215682573687292,0.14534509541794,0.204033931130301,1.06465818644213,0.935,0.224
"134",13,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"135",13,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"136",13,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.793599562953876,-0.00640043704612391,0.11848859879856,0.0708084423614699,0.611937560072363,0.954008666861763,NA,NA
"137",13,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.791936142677308,-0.00806385732269163,0.0859845573466711,0.0665644147626725,0.614861298557202,0.946740886504297,0.95,0.006
"138",13,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","topN.fixed",0.80175146557394,0.00175146557393999,0.0998718577359731,0.0783196172267613,0.577475338837275,0.982835933475901,NA,NA
"139",13,10,"k = 10",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.807055551900452,0.00705555190045237,0.0803304934933017,0.0627345783547697,0.640385931430152,0.945725868758597,0.945,0.003
"140",14,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.798438586165597,-0.00156141383440304,0.0369525854408664,0.0296153516552673,0.728116321693235,0.868235236079675,0.962,0
"141",14,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.790725124719217,-0.00927487528078326,0.0474898247508608,0.0375323293110087,0.696435826649533,0.881889621763405,0.905,0
"142",14,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.762649489042506,-0.037350510957494,0.130651172508437,0.102438373046016,0.503529106010833,0.986977694317974,0.918,0.002
"143",14,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.779049932879552,-0.0209500671204477,0.0701405605896216,0.055289689999594,0.641550227565978,0.903663166792113,0.924,0
"144",14,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.778554520049905,-0.0214454799500945,0.0725869424831834,0.0557851028292409,0.641550227565978,0.903663166792113,0.924,0.002
"145",14,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"146",14,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"147",14,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.799272050636524,-0.000727949363475606,0.0446067023534338,0.0350935655767942,0.709428040435963,0.885548463569225,NA,NA
"148",14,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.793345474829837,-0.00665452517016332,0.0438824064354773,0.0344592906776428,0.708490589616142,0.876871932724123,0.958,0
"149",14,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","topN.fixed",0.804326030087205,0.00432603008720503,0.0907396502365428,0.0696807698749441,0.623733960008595,0.979920968017395,NA,NA
"150",14,30,"k = 30",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.805912041688651,0.00591204168865126,0.0403721158098951,0.0321117685427122,0.722499280296344,0.880697376936124,0.955,0
"151",15,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.799324849681344,-0.000675150318656357,0.0255064763767666,0.0201500531950153,0.750462952404806,0.849004884871489,0.967,0
"152",15,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.790093983301645,-0.00990601669835513,0.0358965291939829,0.0279942274214517,0.718301304300557,0.855641802571915,0.894,0
"153",15,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.763179263924978,-0.0368207360750219,0.0909271159339657,0.0718830202318421,0.589267997266292,0.921979843857008,0.922,0
"154",15,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.778793081874645,-0.0212069181253549,0.0497385524601093,0.0394660022149446,0.684480913964699,0.871914401619925,0.92,0
"155",15,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.778793081874645,-0.0212069181253549,0.0497385524601093,0.0394660022149446,0.684480913964699,0.871914401619925,0.92,0
"156",15,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"157",15,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"158",15,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.800061852200237,6.18522002370501e-05,0.0323937436485792,0.0256316536268068,0.735331303480522,0.864038468141767,NA,NA
"159",15,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.79390308896891,-0.00609691103109032,0.0323058831526061,0.0258398479123797,0.730493852630106,0.854766983322604,0.949,0
"160",15,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","topN.fixed",0.803469823634265,0.00346982363426538,0.0746041659866043,0.0566744784874978,0.657048933586031,0.954931392570377,NA,NA
"161",15,60,"k = 60",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.80621996273768,0.00621996273767994,0.0289821356757026,0.0228951983200179,0.749080367292438,0.860169319799026,0.947,0
"162",16,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","reMA",0.799253217108482,-0.000746782891517796,0.019377354713893,0.0154564572872428,0.762111547514457,0.835916404683883,0.964,0
"163",16,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","TF",0.790107550064417,-0.0098924499355826,0.0294694474830432,0.0235610118714623,0.736699250607724,0.845251746490129,0.859,0
"164",16,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","PET.lm",0.766667522577273,-0.0333324774227266,0.0703442515050332,0.0569907083101948,0.648054186241666,0.893577472068054,0.918,0
"165",16,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.780214078060688,-0.019785921939312,0.0396921396551747,0.0324642550414877,0.714103382357071,0.845487391107854,0.913,0
"166",16,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.780214078060688,-0.019785921939312,0.0396921396551747,0.0324642550414877,0.714103382357071,0.845487391107854,0.913,0
"167",16,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"168",16,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"169",16,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","pcurve",0.800163145049152,0.000163145049151691,0.024278770175247,0.0195420137144369,0.752222029120813,0.843101225665681,NA,NA
"170",16,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","puniform",0.794376075058948,-0.00562392494105216,0.0244013504081675,0.0195019527427911,0.747428127608987,0.836839588761553,0.949,0
"171",16,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","topN.fixed",0.803377473403084,0.00337747340308418,0.0570637475463756,0.0440092668319825,0.689171174269686,0.916766328394298,NA,NA
"172",16,100,"k = 100",0.8,"delta = 0.8","none","QRP = none",0,"selProp = 0",0,"tau = 0","3PSM",0.807329074869842,0.0073290748698415,0.0227632375631235,0.0182065321410132,0.766570219285565,0.847317464202953,0.944,0
"173",17,10,"k = 10",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","reMA",0.017461339300523,0.017461339300523,0.0657513513860344,0.0522586660237727,-0.100139416081705,0.135599613593437,0.954,0.954
"174",17,10,"k = 10",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","TF",0.0118035726878507,0.0118035726878507,0.0687015164372893,0.0549417851714484,-0.121392216984741,0.137158746367821,0.953,0.953
"175",17,10,"k = 10",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","PET.lm",-0.089153263292988,-0.089153263292988,0.310248143662592,0.231442488247142,-0.693967208692584,0.497291859573125,0.928,0.928
"176",17,10,"k = 10",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","PEESE.lm",-0.0346345103787684,-0.0346345103787684,0.150556007255527,0.112758285637199,-0.329092794720399,0.255402422447211,0.938,0.938
"177",17,10,"k = 10",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.0756190910203593,-0.0756190910203593,0.261701209670511,0.207221490940337,-0.544384054443682,0.437391569356923,0.947,0.947
"178",17,10,"k = 10",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"179",17,10,"k = 10",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"180",17,10,"k = 10",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve",-0.424873142132014,-0.424873142132014,0.636412433170333,0.51207658871033,-1.16570961288019,0.285193858935831,NA,NA
"181",17,10,"k = 10",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","puniform",-0.737181610825522,-0.737181610825522,1.24544816775412,0.82053253293029,-2.95723549349867,0.259881243381071,0.916666666666667,0.916666666666667
"182",17,10,"k = 10",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","topN.fixed",-0.00531669502673657,-0.00531669502673657,0.0991690965192916,0.0764530530833123,-0.205510437553259,0.192321626769971,NA,NA
"183",17,10,"k = 10",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","3PSM",-0.0198108347714449,-0.0198108347714449,0.0650156898942069,0.0505020221905058,-0.144438491624438,0.10050004361939,0.941,0.941
"184",18,30,"k = 30",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","reMA",0.0172100478178358,0.0172100478178358,0.0403003013757231,0.0322311061710119,-0.0521332720552386,0.0886107288971421,0.933,0.933
"185",18,30,"k = 30",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","TF",0.01208420534125,0.01208420534125,0.0454741756792301,0.036381798136327,-0.0737224434547361,0.0955158171681769,0.896,0.896
"186",18,30,"k = 30",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","PET.lm",-0.0635143727117271,-0.0635143727117271,0.153423080779369,0.121610667772658,-0.322360233477892,0.208436659795149,0.911,0.911
"187",18,30,"k = 30",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","PEESE.lm",-0.024907995842743,-0.024907995842743,0.0751204129351272,0.0605036074803998,-0.163337203936562,0.119201288858382,0.924,0.924
"188",18,30,"k = 30",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.0531623505522148,-0.0531623505522148,0.131181210510282,0.107652368513547,-0.261521429067506,0.19709061919087,0.944,0.944
"189",18,30,"k = 30",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"190",18,30,"k = 30",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"191",18,30,"k = 30",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve",-0.31273857236237,-0.31273857236237,0.56493044597167,0.417323389500152,-1.30250843475246,0.319446876664406,NA,NA
"192",18,30,"k = 30",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","puniform",-0.311805733319063,-0.311805733319063,0.696945408171142,0.416613736941785,-1.88281805161958,0.302672691690519,0.934097421203438,0.934097421203438
"193",18,30,"k = 30",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","topN.fixed",0.00273885113135914,0.00273885113135914,0.0852929636620655,0.064715964141017,-0.172171411247322,0.176259744492547,NA,NA
"194",18,30,"k = 30",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","3PSM",-0.0159389100847156,-0.0159389100847156,0.0375621143466743,0.0301157516980183,-0.0805955659116695,0.0534128356823219,0.924,0.924
"195",19,60,"k = 60",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","reMA",0.0146909975919594,0.0146909975919594,0.0301598265000585,0.02398535030399,-0.0370599215286202,0.0682146004632394,0.917,0.917
"196",19,60,"k = 60",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","TF",0.00683059026420249,0.00683059026420249,0.0331508195410966,0.0264126110371016,-0.061420642420741,0.070261594176211,0.891,0.891
"197",19,60,"k = 60",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","PET.lm",-0.0757159079590506,-0.0757159079590506,0.11874572993463,0.0961230697685707,-0.259024226356262,0.106110518893954,0.859,0.859
"198",19,60,"k = 60",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","PEESE.lm",-0.0337145836015873,-0.0337145836015873,0.057333612987197,0.0461657743692679,-0.12386050737992,0.0569811362700256,0.889,0.889
"199",19,60,"k = 60",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.059896568625924,-0.059896568625924,0.0930658921863925,0.0797982605696051,-0.176617129175755,0.101430618789937,0.904,0.904
"200",19,60,"k = 60",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"201",19,60,"k = 60",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"202",19,60,"k = 60",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve",-0.319998286978244,-0.319998286978244,0.555894467912564,0.400034685792165,-1.23898082537282,0.303390675418055,NA,NA
"203",19,60,"k = 60",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","puniform",-0.311019809915603,-0.311019809915603,0.659978644728813,0.386806045939672,-1.79227956341801,0.280188127953429,0.918918918918919,0.918918918918919
"204",19,60,"k = 60",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","topN.fixed",0.000960207718354084,0.000960207718354084,0.0639516716849924,0.0483032540899429,-0.122218232082755,0.129718485050773,NA,NA
"205",19,60,"k = 60",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","3PSM",-0.0186482363461885,-0.0186482363461885,0.0302741898802774,0.0245901010341243,-0.0652614241016469,0.0268811549321806,0.88,0.88
"206",20,100,"k = 100",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","reMA",0.0148315121429954,0.0148315121429954,0.0239812866416631,0.0193702598674597,-0.0211791886363849,0.052662419647143,0.91,0.91
"207",20,100,"k = 100",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","TF",0.00778340667651598,0.00778340667651598,0.0276519788579084,0.0222173857469693,-0.0459890925784999,0.055854281998896,0.88,0.88
"208",20,100,"k = 100",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","PET.lm",-0.0659342107452186,-0.0659342107452186,0.0988395539974165,0.0794920265543734,-0.219122897669747,0.0670807041854058,0.821,0.821
"209",20,100,"k = 100",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","PEESE.lm",-0.0291943325879594,-0.0291943325879594,0.0478254450596556,0.0385708345449248,-0.104512655907377,0.0408315350811744,0.857,0.857
"210",20,100,"k = 100",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.0496722932837004,-0.0496722932837004,0.0727179185281669,0.0628399069615901,-0.136181003692738,0.0670807041854058,0.874,0.874
"211",20,100,"k = 100",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"212",20,100,"k = 100",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
"213",20,100,"k = 100",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve",-0.320254333153613,-0.320254333153613,0.491019258371463,0.364476836076835,-1.17724296199963,0.202239693437479,NA,NA
"214",20,100,"k = 100",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","puniform",-0.285052117322867,-0.285052117322867,0.494278863645816,0.329639726340976,-1.24316158550885,0.206491239705211,0.872855701311806,0.872855701311806
"215",20,100,"k = 100",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","topN.fixed",0.000854239783204576,0.000854239783204576,0.0515937407594471,0.0397606497188058,-0.102671552987709,0.1008876383447,NA,NA
"216",20,100,"k = 100",0,"delta = 0","med","QRP = med",0,"selProp = 0",0,"tau = 0","3PSM",-0.0184516852192518,-0.0184516852192518,0.0258835293613001,0.021379533008194,-0.0535187926864942,0.0173634648493944,0.842,0.842
"217",21,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0,"selProp = 0",0,"tau = 0","reMA",0.240904894023143,0.0409048940231433,0.0761455205720233,0.061000884558469,0.119647950875159,0.3703676777211,0.918,0.065
"218",21,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0,"selProp = 0",0,"tau = 0","TF",0.221986289906194,0.0219862899061942,0.0692805918656675,0.0546680008226513,0.0952845042148387,0.351463779340083,0.939,0.123
"219",21,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0,"selProp = 0",0,"tau = 0","PET.lm",0.0542504280652594,-0.145749571934741,0.306447378101548,0.231143870689417,-0.517782755662008,0.578254042716579,0.925,0.939
"220",21,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.149629935123263,-0.0503700648767374,0.145062133911957,0.109413511227941,-0.144067245503872,0.397712962878036,0.942,0.783
"221",21,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.0548136859993279,-0.145186314000672,0.286436185839184,0.218391441557249,-0.472503971818313,0.496340517213127,0.926,0.952
"222",21,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
"223",21,10,"k = 10",0.2,"delta = 0.2","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
